Day,Weekday,🌼 Good Habit Tracking,Effectiveness,📛 Bad Habit Tracking,Productivity,Morning Exercise,Evaluation After Each Task,Meditation,Reading,Code Practice,Night Exercise,Night Reflection,Personal Project,Wake Up Time,Sleep Time,Nap Hours,Total Sleep Hours,Browsing Social Media Times,"Eating Quality (1 - poor, 5 - good)",💰 Money Spend,Good parts - achievement,Week,Date,Good Habit Tracking Calculation,Assumptions To Chellenge,Finished Todos (Fixed Number),Habit,Today Todos,Bad parts - to Improve,Total Todos,Weight,Effectiveness Ref,Finished Todos Rollup (Changes over time),Sleep Quality
Apr 16,Friday,░░ 25%," 0%",⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️,🚀 Productive,Yes,No,Yes,No,No,No,No,No,7.5,0,,7.5,,,,,Week 15 (https://www.notion.so/Week-15-03ee7c1ebc604a5d9ecf121a8ebea634?pvs=21),"April 16, 2021",0.25,"I am not able to stop and re-start smoothly as I want? ",,Be aware of daily checkpoints,,,,,,,
Apr 15,Thursday,░░░░░ 50%," 0%",🔵⚪️⚪️⚪️⚪️⚪️⚪️⚪️,❌ Not Productive,Yes,No,Yes,Yes,No,No,Yes,No,8.5,1,,7.5,5,3.2,,"Good chat with Ying, bought 2 new books",Week 15 (https://www.notion.so/Week-15-03ee7c1ebc604a5d9ecf121a8ebea634?pvs=21),"April 15, 2021",0.5,"I am not able to stop and re-start smoothly as I want? ",0.3,Be aware of daily checkpoints,,Focus more on daily check points,,,,,
Apr 14,Wednesday,░░░░░░░ 75%," 0%",⚪️⚪️⚪️⚪️🟣⚪️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,Yes,Yes,No,7,0.5,0.75,7.25,4,,40,"Coding skills, some progress in hdb Poth dashboard",Week 15 (https://www.notion.so/Week-15-03ee7c1ebc604a5d9ecf121a8ebea634?pvs=21),"April 14, 2021",0.75,"I am not able to stop and re-start smoothly as I want? ",0.6,Be aware of daily checkpoints,,Calm and peace my mind,,,,,
Apr 13,Tuesday,░░░░░░░ 75%," 0%",⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,Yes,Yes,No,8,0,,8,,,,Feels good with current work arrangement and momentum,Week 15 (https://www.notion.so/Week-15-03ee7c1ebc604a5d9ecf121a8ebea634?pvs=21),"April 13, 2021",0.75,"I am not able to stop and re-start smoothly as I want? ",0.5,Be aware of daily checkpoints,,"How do I spend the hour before sleep. ",,,,,
Apr 12,Monday,░░░░░░░░ 88%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🔥 Very Productive,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,7,2,,5,4,3.2,,Proper plan for Demo Apps. Set up POTH dashboard properly,Week 15 (https://www.notion.so/Week-15-03ee7c1ebc604a5d9ecf121a8ebea634?pvs=21),"April 12, 2021",0.875,"I am not able to stop and re-start smoothly as I want? ",1,Be aware of daily checkpoints,,Continue current momentium,,,,,
Apr 11,Sunday,░░░░░ 50%," 0%",⚪️⚪️⚪️⚪️🟣⚫️⚪️⚪️,🔥 Very Productive,Yes,No,Yes,Yes,No,No,Yes,No,7,2,2,7,,,60,New proper demo app - Audio transcription,Week 14 (https://www.notion.so/Week-14-4c765b5f55fd45f697a3f726403432d3?pvs=21),"April 11, 2021",0.5,"I am not able to follow the time schedule? ",0.9,"Plan time till end of the day, and follow the calendar. ",,Sleep too late,,,,,
Apr 10,Saturday,░░░ 38%," 0%",⚪️⚪️⚪️⚪️🟣⚪️⚪️⚪️,🔥 Very Productive,Yes,No,No,Yes,Yes,No,No,No,6.4,0.5,0.75,6.65,,,,,Week 14 (https://www.notion.so/Week-14-4c765b5f55fd45f697a3f726403432d3?pvs=21),"April 10, 2021",0.375,"I am not able to follow the time schedule? ",0.9,"Plan time till end of the day, and follow the calendar. ",,"Sleep earlier, Stop eat snacks",,,,,
Apr 9,Friday,░░░░░░░ 75%," 0%",⚪️⚪️⚪️⚪️🟣⚪️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,Yes,Yes,No,7.85,1,1,7.85,4,3.1,60,,Week 14 (https://www.notion.so/Week-14-4c765b5f55fd45f697a3f726403432d3?pvs=21),"April 9, 2021",0.75,"I am not able to follow the time schedule? ",0.8,"Plan time till end of the day, and follow the calendar. ",,"Be more patient while talking, talk slow, in a better tone. ",,,,,
Apr 8,Thursday,░░ 25%," 0%",⚪️⚪️⚪️⚪️🟣⚫️⚪️🔴,🚀 Productive,No,No,Yes,Yes,No,No,No,No,8,1.5,1.5,8,4,4,,,Week 14 (https://www.notion.so/Week-14-4c765b5f55fd45f697a3f726403432d3?pvs=21),"April 8, 2021",0.25,"I am not able to follow the time schedule? ",0.8,"Plan time till end of the day, and follow the calendar. ",,Time Management and planning,,,,,
Apr 7,Wednesday,░░░ 38%," 0%",⚪️⚪️🟢 ⚪️⚪️⚫️⚪️⚪️,❌ Not Productive,No,No,No,Yes,Yes,Yes,No,No,8,2,,6,,3,20,,Week 14 (https://www.notion.so/Week-14-4c765b5f55fd45f697a3f726403432d3?pvs=21),"April 7, 2021",0.375,"I am not able to follow the time schedule? ",0.5,"Plan time till end of the day, and follow the calendar. ",,Time management,,,,,
Apr 6,Tuesday,░░░ 38%," 0%",🔵⚪️⚪️⚪️⚪️⚫️⚪️🔴,🚀 Productive,No,No,Yes,Yes,Yes,No,No,No,8.5,2,,6.5,,,,Medium level difficult on LeetCode,Week 14 (https://www.notion.so/Week-14-4c765b5f55fd45f697a3f726403432d3?pvs=21),"April 6, 2021",0.375,"I am not able to follow the time schedule? ",,"Plan time till end of the day, and follow the calendar. ",,"Self control over eating and time. ",,,,,
Apr 5,Monday,░░░░░ 50%," 0%",⚪️⚪️🟢 🟤🟣⚫️⚪️⚪️,❌ Not Productive,Yes,No,Yes,Yes,No,No,Yes,No,6,1.5,1.5,6,10,3,70,,Week 14 (https://www.notion.so/Week-14-4c765b5f55fd45f697a3f726403432d3?pvs=21),"April 5, 2021",0.5,"I am not able to follow the time schedule? ",0.3,"Plan time till end of the day, and follow the calendar. ",,,,,,,
Apr 4,Sunday,░░░░░ 50%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,No,No,No,Yes,Yes,Yes,Yes,No,7.5,1.5,0.5,6.5,,,40,Proper notion review,Week 13 (https://www.notion.so/Week-13-28bedf3ef0c040799f9d58ecfe9b2eb0?pvs=21),"April 4, 2021",0.5,I can't manage my time well when I am tired ?,0.5,Drink half cup of water after each focus session,,Time management,,,,,
Apr 3,Saturday,░░░░░ 50%," 0%",🔵⚪️⚪️⚪️⚪️⚫️⚫️🔴,❌ Not Productive,No,No,Yes,Yes,Yes,No,Yes,No,8.5,2.5,,6,,,131,"Printmaking practice, Realised I need to put art practice back to my daily routine",Week 13 (https://www.notion.so/Week-13-28bedf3ef0c040799f9d58ecfe9b2eb0?pvs=21),"April 3, 2021",0.5,I can't manage my time well when I am tired ?,,Drink half cup of water after each focus session,,"Time wasted on none sense stuff, not efficient enough.",,,,,
Apr 2,Friday,░░░ 38%," 0%",🔵🔵⚪️⚪️🟣⚫️⚫️🔴,❌ Not Productive,No,No,Yes,No,Yes,No,Yes,No,12,2.5,1.5,11,,3.5,66,,Week 13 (https://www.notion.so/Week-13-28bedf3ef0c040799f9d58ecfe9b2eb0?pvs=21),"April 2, 2021",0.375,I can't manage my time well when I am tired ?,,Drink half cup of water after each focus session,,"Overslept for too long, Didn't do documentation when watching exhibition",,,,,
Apr 1,Thursday,░░░░░ 50%," 0%",🔵⚪️⚪️🟤⚪️⚫️⚪️⚪️,🚀 Productive,No,No,Yes,Yes,Yes,Yes,No,No,8.5,1.5,,7,20,3.4,38,,Week 13 (https://www.notion.so/Week-13-28bedf3ef0c040799f9d58ecfe9b2eb0?pvs=21),"April 1, 2021",0.5,I can't manage my time well when I am tired ?,,Drink half cup of water after each focus session,,,,,,,
Mar 31,Wednesday,░░░░░░░░ 88%," 0%",⚪️⚪️🟢 ⚪️🟣⚫️⚪️⚪️,🔥 Very Productive,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6.25,2,1.5,5.75,3,3,32,,Week 13 (https://www.notion.so/Week-13-28bedf3ef0c040799f9d58ecfe9b2eb0?pvs=21),"March 31, 2021",0.875,I can't manage my time well when I am tired ?,,Drink half cup of water after each focus session,,,,,,,
" Mar 30",Tuesday,░░░░░░░ 75%," 0%",🔵⚪️⚪️⚪️🟣⚫️⚪️⚪️,🔥 Very Productive,No,No,Yes,Yes,Yes,Yes,Yes,Yes,8.5,1.5,0.75,7.75,2,4,27,"Solved some JS coding problem, Deep focus for few hours",Week 13 (https://www.notion.so/Week-13-28bedf3ef0c040799f9d58ecfe9b2eb0?pvs=21),"March 30, 2021",0.75,I can't manage my time well when I am tired ?,,Drink half cup of water after each focus session,,"Getting quite sleepy for once, till didn't code properly. ",,,,,
Mar 29,Monday,░░░░░░░ 75%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🔥 Very Productive,Yes,No,Yes,Yes,Yes,Yes,Yes,No,6.5,2,,4.5,2,3.5,48,"Started typescript, Better understand of composition api",Week 13 (https://www.notion.so/Week-13-28bedf3ef0c040799f9d58ecfe9b2eb0?pvs=21),"March 29, 2021",0.75,I can't manage my time well when I am tired ?,,Drink half cup of water after each focus session,,"Meeting overrun time. ",,,,,
Mar 28,Sunday,░░░░░░ 63%," 0%",🔵🔵⚪️⚪️🟣⚫️⚪️⚪️,🚀 Productive,No,No,Yes,No,Yes,Yes,Yes,Yes,11.5,2,1,10.5,4,3.5,84.5,"Learned async await syntax, Quasar configuration",Week 12 (https://www.notion.so/Week-12-1753de5a98274946ae07cd75596af8c7?pvs=21),"March 28, 2021",0.625,,,"Drink water when each focus cycle ends. ",,,,,,,
Mar 27,Saturday,░░░░░ 50%," 0%",🔵🔵⚪️🟤⚪️⚫️⚫️⚪️,🧭 Reset Day,No,No,No,Yes,Yes,Yes,Yes,No,10,3.5,,6.5,10,,375,"Improvement on regular expression, Borrowed new book",Week 12 (https://www.notion.so/Week-12-1753de5a98274946ae07cd75596af8c7?pvs=21),"March 27, 2021",0.5,,,"Drink water when each focus cycle ends. ",,,,,,,
Mar 26,Friday," 0%"," 0%",🔵⚪️⚪️⚪️🟣⚫️⚪️🔴,❌ Not Productive,No,No,No,No,No,No,No,No,8.5,1.5,1.5,8.5,5,3.2,26,,Week 12 (https://www.notion.so/Week-12-1753de5a98274946ae07cd75596af8c7?pvs=21),"March 26, 2021",0,,,"Drink water when each focus cycle ends. ",,"Wasted too much time on phone, Hard to stop myself",,,,,
Mar 25,Thursday,░░░░░░ 63%," 0%",🔵⚪️⚪️🟤🟣⚪️⚪️⚪️,❌ Not Productive,No,No,Yes,No,Yes,Yes,Yes,Yes,8.5,12.5,1,9,8,3.5,29,,Week 12 (https://www.notion.so/Week-12-1753de5a98274946ae07cd75596af8c7?pvs=21),"March 25, 2021",0.625,,,"Drink water when each focus cycle ends. ",,,,,,,
Mar 24,Wednesday,░░░░░░░ 75%," 0%",⚪️⚪️🟢 🟤⚪️⚪️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,No,Yes,Yes,5.25,10,,7.25,8,3,33.5,Started use timer and review working every 50 minutes,Week 12 (https://www.notion.so/Week-12-1753de5a98274946ae07cd75596af8c7?pvs=21),"March 24, 2021",0.75,,,"Drink water when each focus cycle ends. ",,"Time tracker not very useful when I get distracted (by phone, or toilet break etc.)",,,,,
Mar 23,Tuesday,░░░░░ 50%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,No,No,No,6.5,1.5,,5,4,4,15,Sleep at 10pm,Week 12 (https://www.notion.so/Week-12-1753de5a98274946ae07cd75596af8c7?pvs=21),"March 23, 2021",0.5,,,"Drink water when each focus cycle ends. ",,Suddenly appeared request will really harm the entire working process.,,,,,
Mar 22,Monday,░░░░░░░ 75%," 0%",⚪️⚪️⚪️⚪️🟣⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,Yes,Yes,No,6.5,1.5,1.25,6.25,5,4.5,60,"Project management skills, Exercise routine",Week 12 (https://www.notion.so/Week-12-1753de5a98274946ae07cd75596af8c7?pvs=21),"March 22, 2021",0.75,,,"Drink water when each focus cycle ends. ",,Night spend too much time on TV show,,,,,
Mar 21,Sunday,░░░░░ 50%," 0%",🔵🔵⚪️🟤🟣⚫️⚪️⚪️,🧭 Reset Day,No,No,No,Yes,Yes,Yes,Yes,No,10,2,1.5,9.5,7,3.5,67,"Start jog, Getting back to my routine",Week 11 (https://www.notion.so/Week-11-daa65fd872e5403ebc73396cc9f2a385?pvs=21),"March 21, 2021",0.5,,,,,Time wasted on social media,,,,,
Mar 20,Saturday,░░ 25%," 0%",⚪️⚪️🟢 🟤🟣⚫️⚪️⚪️,🧭 Reset Day,No,No,No,No,Yes,Yes,No,No,7.5,1.5,2,8,7,2,69,"Slow, stop and review myself ",Week 11 (https://www.notion.so/Week-11-daa65fd872e5403ebc73396cc9f2a385?pvs=21),"March 20, 2021",0.25,,,,,Overslept on the afternoon and missed the tennis,,,,,
Mar 19,Friday,░░░░░ 50%," 0%",🔵⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🔥 Very Productive,No,No,Yes,Yes,No,Yes,No,Yes,8.5,1.5,,7,,,97,"Learned D3.js, A good dashboard design",Week 11 (https://www.notion.so/Week-11-daa65fd872e5403ebc73396cc9f2a385?pvs=21),"March 19, 2021",0.5,,,,,"Start over eating. ",,,,,
Mar 18,Thursday," 0%"," 0%",⚪️⚪️⚪️⚪️🟣⚪️⚪️🔴,❌ Not Productive,No,No,No,No,No,No,No,No,,,2,2,,,,Good design with google charts,Week 11 (https://www.notion.so/Week-11-daa65fd872e5403ebc73396cc9f2a385?pvs=21),"March 18, 2021",0,,,,,,,,,,
Mar 17,Wednesday,░░░░░░ 63%," 0%",⚪️⚪️⚪️⚪️🟣⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,No,Yes,No,7,1.5,2,7.5,5,4,80,Better task management,Week 11 (https://www.notion.so/Week-11-daa65fd872e5403ebc73396cc9f2a385?pvs=21),"March 17, 2021",0.625,,,,,"Procrastination on work, bad mood because of small interruptions",,,,,
Mar 16,Tuesday,░ 13%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🔥 Very Productive,Yes,No,No,No,No,No,No,No,6.35,1.25,,5.1,,,,,Week 11 (https://www.notion.so/Week-11-daa65fd872e5403ebc73396cc9f2a385?pvs=21),"March 16, 2021",0.125,,,,,,,,,,
15 Mar,Monday,░░░░░░░░ 88%," 0%",⚪️⚪️🟢 ⚪️🟣⚫️⚪️⚪️,🔥 Very Productive,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6.75,2,1.25,6,3,3,63,"Organised Notion Documents, Learned Regx",Week 11 (https://www.notion.so/Week-11-daa65fd872e5403ebc73396cc9f2a385?pvs=21),"March 15, 2021",0.875,,,,,,,,,,
Mar 14,Sunday,░░░ 38%," 0%",⚪️⚪️⚪️⚪️⚪️⚪️⚪️🔴,🔥 Very Productive,No,No,Yes,Yes,Yes,No,No,No,7,1,,6,4,3.5,46,Reactive components,Week 10 (https://www.notion.so/Week-10-76ca8a3510de4a4faa794a75559d7139?pvs=21),"March 14, 2021",0.375,,,,,,,,,,
Mar 13,Saturday,░░░ 38%," 0%",🔵⚪️🟢 ⚪️⚪️⚪️⚪️⚪️,🚀 Productive,Yes,No,No,No,Yes,Yes,No,No,8.9,9,,11.9,1,2,123,"Good: exercised, studied from leetcode, enough rest. 
Bad: Wake up too late.",Week 10 (https://www.notion.so/Week-10-76ca8a3510de4a4faa794a75559d7139?pvs=21),"March 13, 2021",0.375,,,,,,,,,,
Mar 12,Friday,░░ 25%," 0%",🔵⚪️⚪️⚪️⚪️⚫️⚪️🔴,🚀 Productive,No,No,Yes,No,Yes,No,No,No,8.5,2,,6.5,,,15,,Week 10 (https://www.notion.so/Week-10-76ca8a3510de4a4faa794a75559d7139?pvs=21),"March 12, 2021",0.25,,,,,,,,,,
Mar 11,Thursday,░░░░░ 50%," 0%",⚪️⚪️⚪️⚪️🟣⚫️⚪️🔴,,No,No,No,Yes,Yes,No,Yes,Yes,7.5,1.5,1.5,7.5,4,3.3,94,,Week 10 (https://www.notion.so/Week-10-76ca8a3510de4a4faa794a75559d7139?pvs=21),"March 11, 2021",0.5,,,,,,,,,,
Mar 10,Wednesday,░░░░░░ 63%," 0%",🔵⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🔥 Very Productive,No,No,Yes,Yes,Yes,Yes,Yes,No,8.5,1.5,,7,5,3.7,39,Started to learn sed and vim in command lines. Getting better with vue composition API,Week 10 (https://www.notion.so/Week-10-76ca8a3510de4a4faa794a75559d7139?pvs=21),"March 10, 2021",0.625,,,,,,,,,,
Mar 9,Tuesday,░░░░░░░ 75%," 0%",⚪️⚪️🟢 ⚪️🟣⚪️⚪️⚪️,🔥 Very Productive,Yes,No,Yes,Yes,Yes,No,Yes,Yes,6.5,12.75,0.75,6.5,4,3,96,,Week 10 (https://www.notion.so/Week-10-76ca8a3510de4a4faa794a75559d7139?pvs=21),"March 9, 2021",0.75,,,,,,,,,,
Mar 8,Monday,░░░░░░░░ 88%," 0%",⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6.25,1,,5.25,3,4,37,Good: started leetcode practice,Week 10 (https://www.notion.so/Week-10-76ca8a3510de4a4faa794a75559d7139?pvs=21),"March 8, 2021",0.875,,,,,,,,,,
Mar 7,Sunday,░░░░░ 50%," 0%",🔵🔵🟢 🟤⚪️⚫️⚪️🔴,🧭 Reset Day,No,No,Yes,Yes,No,No,Yes,Yes,9,1.5,,7.5,7,3,100,"- Good: Housework, finished IHI everything, get rested and started TheToolBox
- Bad: Over eating at night. Watched too much netflex.
- Learned: I have no time to waste, use all my time properly. Do the things I supposed to do.",Week 9 (https://www.notion.so/Week-9-517fc76c7911461f85be2138c1328d8f?pvs=21),"March 7, 2021",0.5,,,,,,,,,,
Mar 6,Saturday,░░ 25%," 0%",🔵🔵⚪️⚪️⚪️⚪️⚪️⚪️,🧭 Reset Day,No,No,No,Yes,No,Yes,No,No,10,0.5,,9.5,3,3.5,30,,Week 9 (https://www.notion.so/Week-9-517fc76c7911461f85be2138c1328d8f?pvs=21),"March 6, 2021",0.25,,,,,,,,,,
Mar 5,Friday,░░░░░ 50%," 0%",⚪️⚪️🟢 🟤🟣⚪️⚪️⚪️,🚀 Productive,Yes,No,No,Yes,Yes,Yes,No,No,7,0.5,1,7.5,6,2,73,,Week 9 (https://www.notion.so/Week-9-517fc76c7911461f85be2138c1328d8f?pvs=21),"March 5, 2021",0.5,,,,,,,,,,
Mar 4,Thursday,░ 13%," 0%",⚪️⚪️⚪️⚪️🟣⚫️⚪️⚪️,🚀 Productive,No,No,No,No,No,Yes,No,No,8,1.5,0.75,7.25,1,4.5,90,,Week 9 (https://www.notion.so/Week-9-517fc76c7911461f85be2138c1328d8f?pvs=21),"March 4, 2021",0.125,,,,,,,,,,
Mar 3,Wednesday,░░░░░ 50%," 0%",⚪️⚪️⚪️⚪️🟣⚪️⚪️⚪️,🚀 Productive,Yes,No,Yes,No,No,Yes,No,Yes,6.25,0.5,0.75,6.5,5,3.5,54,,Week 9 (https://www.notion.so/Week-9-517fc76c7911461f85be2138c1328d8f?pvs=21),"March 3, 2021",0.5,,,,,,,,,,
Mar 2,Tuesday,░░ 25%," 0%",🔵⚪️⚪️⚪️🟣⚫️⚫️⚪️,❌ Not Productive,No,No,No,Yes,No,Yes,No,No,8.75,3.5,1,6.25,5,4.5,95,,Week 9 (https://www.notion.so/Week-9-517fc76c7911461f85be2138c1328d8f?pvs=21),"March 2, 2021",0.25,,,,,,,,,,
Mar 1,Monday,░ 13%," 0%",⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🔥 Very Productive,Yes,No,No,No,No,No,No,No,6.5,1.5,,5,,,,,Week 9 (https://www.notion.so/Week-9-517fc76c7911461f85be2138c1328d8f?pvs=21),"March 1, 2021",0.125,,,,,,,,,,
Feb 28,Sunday,░░░ 38%," 0%",⚪️⚪️🟢 ⚪️⚪️⚪️⚪️⚪️,❌ Not Productive,Yes,No,Yes,Yes,No,No,No,No,6,0,,6,4,2,,,Week 8 (https://www.notion.so/Week-8-31779d9949a74a0e890b6adbcdddcaaf?pvs=21),"February 28, 2021",0.375,,,,,,,,,,
Feb 27,Saturday,░░ 25%," 0%",🔵🔵🟢 ⚪️⚪️⚪️⚪️⚪️,💣 Burnout Day,Yes,No,No,No,No,Yes,No,No,9.2,1,,8.2,,3,85,,Week 8 (https://www.notion.so/Week-8-31779d9949a74a0e890b6adbcdddcaaf?pvs=21),"February 27, 2021",0.25,,,,,,,,,,
Feb 26,Friday," 0%"," 0%",⚪️⚪️🟢 🟤🟣⚫️⚪️🔴,❌ Not Productive,No,No,No,No,No,No,No,No,8,2,1,7,7,2.5,33.5,,Week 8 (https://www.notion.so/Week-8-31779d9949a74a0e890b6adbcdddcaaf?pvs=21),"February 26, 2021",0,,,,,,,,,,
Feb 25,Thursday,░░ 25%," 0%",⚪️⚪️⚪️⚪️🟣⚪️⚪️⚪️,❌ Not Productive,No,No,No,No,No,Yes,Yes,No,8,0,1.5,9.5,2,4,82,,Week 8 (https://www.notion.so/Week-8-31779d9949a74a0e890b6adbcdddcaaf?pvs=21),"February 25, 2021",0.25,,,,,,,,,,
Feb 24,Wednesday,░ 13%," 0%",⚪️⚪️🟢 ⚪️🟣⚪️⚪️⚪️,❌ Not Productive,Yes,No,No,No,No,No,No,No,6.5,1,1,6.5,1,2,,,Week 8 (https://www.notion.so/Week-8-31779d9949a74a0e890b6adbcdddcaaf?pvs=21),"February 24, 2021",0.125,,,,,,,,,,
Feb 23,Tuesday,░░░ 38%," 0%",⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️,💣 Burnout Day,Yes,No,Yes,No,No,Yes,No,No,6.6,0.5,,6.1,5,4,46,"Good: Catch the only ball you can catch, 30 tennis caught
Bad: Bad mood afternnon
Learned: everything is temporary, focus on things near by",Week 8 (https://www.notion.so/Week-8-31779d9949a74a0e890b6adbcdddcaaf?pvs=21),"February 23, 2021",0.375,,,,Ikea - Measure and Decide Storage and Tables (https://www.notion.so/Ikea-Measure-and-Decide-Storage-and-Tables-b46695913e4d4fc1ba59a707beaeef91?pvs=21),,1,,0,1,
Feb 22,Monday,░░░░░ 50%," 0%",⚪️⚪️⚪️⚪️🟣⚫️⚪️⚪️,❌ Not Productive,Yes,No,Yes,No,No,Yes,Yes,No,6.5,1.6,0.85,5.75,4,4,25,"Good: Some progress in org-ui 
Bad: Low productive day
Learned: ",Week 8 (https://www.notion.so/Week-8-31779d9949a74a0e890b6adbcdddcaaf?pvs=21),"February 22, 2021",0.5,,,,,,,,,,
Feb 21,Sunday,░░░░░░ 63%," 0%",⚪️⚪️⚪️🟤🟣⚪️⚪️⚪️,🧭 Reset Day,No,No,Yes,Yes,No,Yes,Yes,Yes,8,1,1,8,7,4,76.9,"Good: Started IHI develop coding. Good conversation with LC during night Jog. (about religious and inner identity)
Bad: Over use social media, didn't spend much time on working and self improvement.
",Week 7 (https://www.notion.so/Week-7-cf97cce07af44ee599a5b1b6bc188dbb?pvs=21),"February 21, 2021",0.625,,,,,,,,,,
Feb 20,Saturday,░░░░░ 50%," 0%",⚪️⚪️⚪️🟤🟣⚪️⚪️⚪️,🧭 Reset Day,No,No,No,Yes,No,Yes,Yes,Yes,8,12.5,0.75,8.25,7,4,100,,Week 7 (https://www.notion.so/Week-7-cf97cce07af44ee599a5b1b6bc188dbb?pvs=21),"February 20, 2021",0.5,,,,,,,,,,
Sep 18,," 0%"," 0%",⚪️⚪️⚪️⚪️⚪️⚪️⚪️🔴,,No,No,No,No,No,No,No,No,,,,0,,,,,,,0,,,,,,,,,,
,," 0%"," 0%",⚪️⚪️⚪️⚪️⚪️⚪️⚪️🔴,,No,No,No,No,No,No,No,No,,,,0,,,,,,,0,,,,,,,,,,
,," 0%"," 0%",⚪️⚪️⚪️⚪️⚪️⚪️⚪️🔴,,No,No,No,No,No,No,No,No,,,0,0,,,,,,,0,,0,,,,,,,,
,," 0%"," 0%",⚪️⚪️⚪️⚪️⚪️⚪️⚪️🔴,,No,No,No,No,No,No,No,No,,,0,0,,,,,,,0,,0,,,,,,,,
